section,department,agency,subagency_name,subagency_acronym,acronyms_mentioned,agencies_mentioned,racialized_terms,text
HUD,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUD,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUD,"c(""HUD"", ""CFO"")",HUD,"c(""equity"", ""racial"")","8. HUD currently has a Departmental Equity Assessment Working Group, supported with five FTEs funded by the OSDBU, “as part of the President’s Executive Order 13985, Executive Order On Advancing Racial Equity and Support for Underserved Communities Through the Federal Government.” See U.S. Department of Housing and Urban Development, 2023 Congressional Justifications, p. 35-15, https://www.hud.gov/sites/ dfiles/CFO/documents/2023HUDCongressionalJustificationsFINALelectronicversion.pdf (accessed March 4, 2023), and President Joseph R. Biden Jr., Executive Order 13985, “Advancing Racial Equity and Support for Underserved Communities Through the Federal Government,” January 20, 2021, in Federal Register, Vol. 86, No. 14 (January 25, 2021), pp. 7009–7013, https://www.govinfo.gov/content/pkg/FR-2021-01-25/pdf/2021-"
HUD,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUD,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUD,"c(""HUD"", ""CFO"")",HUD,"c(""equity"", ""racial"")","8. HUD currently has a Departmental Equity Assessment Working Group, supported with five FTEs funded by the OSDBU, “as part of the President’s Executive Order 13985, Executive Order On Advancing Racial Equity and Support for Underserved Communities Through the Federal Government.” See U.S. Department of Housing and Urban Development, 2023 Congressional Justifications, p. 35-15, https://www.hud.gov/sites/ dfiles/CFO/documents/2023HUDCongressionalJustificationsFINALelectronicversion.pdf (accessed March 4, 2023), and President Joseph R. Biden Jr., Executive Order 13985, “Advancing Racial Equity and Support for Underserved Communities Through the Federal Government,” January 20, 2021, in Federal Register, Vol. 86, No. 14 (January 25, 2021), pp. 7009–7013, https://www.govinfo.gov/content/pkg/FR-2021-01-25/pdf/2021-"
HUD,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUD,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUD,"c(""HUD"", ""CFO"")",HUD,"c(""equity"", ""racial"")","8. HUD currently has a Departmental Equity Assessment Working Group, supported with five FTEs funded by the OSDBU, “as part of the President’s Executive Order 13985, Executive Order On Advancing Racial Equity and Support for Underserved Communities Through the Federal Government.” See U.S. Department of Housing and Urban Development, 2023 Congressional Justifications, p. 35-15, https://www.hud.gov/sites/ dfiles/CFO/documents/2023HUDCongressionalJustificationsFINALelectronicversion.pdf (accessed March 4, 2023), and President Joseph R. Biden Jr., Executive Order 13985, “Advancing Racial Equity and Support for Underserved Communities Through the Federal Government,” January 20, 2021, in Federal Register, Vol. 86, No. 14 (January 25, 2021), pp. 7009–7013, https://www.govinfo.gov/content/pkg/FR-2021-01-25/pdf/2021-"
HUD,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUD,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUD,NULL,NULL,"c(""diversity"", ""equity"", ""inclusion"", ""dei"", ""race"", ""black"", ""color"")","27. These initiatives are maintained under such designations as diversity, equity, and inclusion (DEI); critical race theory (CRT); black, indigenous, Pacific Islander, and other people of color (BIPOC); and environmental, social, and governance (ESG)."
HUD,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUD,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUD,NULL,NULL,"c(""diversity"", ""equity"", ""inclusion"", ""dei"", ""race"", ""black"", ""color"")","27. These initiatives are maintained under such designations as diversity, equity, and inclusion (DEI); critical race theory (CRT); black, indigenous, Pacific Islander, and other people of color (BIPOC); and environmental, social, and governance (ESG)."
HUD,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUD,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUD,NULL,NULL,"c(""diversity"", ""equity"", ""inclusion"", ""dei"", ""race"", ""black"", ""color"")","27. These initiatives are maintained under such designations as diversity, equity, and inclusion (DEI); critical race theory (CRT); black, indigenous, Pacific Islander, and other people of color (BIPOC); and environmental, social, and governance (ESG)."
HUD,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUD,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUD,NULL,NULL,"c(""diversity"", ""equity"", ""inclusion"", ""dei"", ""race"", ""black"", ""color"")","27. These initiatives are maintained under such designations as diversity, equity, and inclusion (DEI); critical race theory (CRT); black, indigenous, Pacific Islander, and other people of color (BIPOC); and environmental, social, and governance (ESG)."
HUD,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUD,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUD,NULL,NULL,"c(""diversity"", ""equity"", ""inclusion"", ""dei"", ""race"", ""black"", ""color"")","27. These initiatives are maintained under such designations as diversity, equity, and inclusion (DEI); critical race theory (CRT); black, indigenous, Pacific Islander, and other people of color (BIPOC); and environmental, social, and governance (ESG)."
HUD,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUD,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUD,NULL,NULL,"c(""diversity"", ""equity"", ""inclusion"", ""dei"", ""race"", ""black"", ""color"")","27. These initiatives are maintained under such designations as diversity, equity, and inclusion (DEI); critical race theory (CRT); black, indigenous, Pacific Islander, and other people of color (BIPOC); and environmental, social, and governance (ESG)."
HUD,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUD,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUD,"c(""FHA"", ""HEAL"")",FHA,"c(""equity"", ""discriminate"", ""race"")","31. Certain pilot initiatives may encourage greater take-up of loan products designed for faster equity accumulation, including loans with shorter terms and accelerated amortization schedules. In concept, the FHA’s Home Equity Accelerator Loan (HEAL) and Good Neighbor Next Door (GNND) pilot initiatives might lead to meaningful wealth generation for first-time buyers, but they should be available to all eligible households only when they do not arbitrarily discriminate based on race or other characteristics."
HUD,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUD,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUD,"c(""FHA"", ""HEAL"")",FHA,"c(""equity"", ""discriminate"", ""race"")","31. Certain pilot initiatives may encourage greater take-up of loan products designed for faster equity accumulation, including loans with shorter terms and accelerated amortization schedules. In concept, the FHA’s Home Equity Accelerator Loan (HEAL) and Good Neighbor Next Door (GNND) pilot initiatives might lead to meaningful wealth generation for first-time buyers, but they should be available to all eligible households only when they do not arbitrarily discriminate based on race or other characteristics."
HUD,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUD,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUD,"c(""FHA"", ""HEAL"")",FHA,"c(""equity"", ""discriminate"", ""race"")","31. Certain pilot initiatives may encourage greater take-up of loan products designed for faster equity accumulation, including loans with shorter terms and accelerated amortization schedules. In concept, the FHA’s Home Equity Accelerator Loan (HEAL) and Good Neighbor Next Door (GNND) pilot initiatives might lead to meaningful wealth generation for first-time buyers, but they should be available to all eligible households only when they do not arbitrarily discriminate based on race or other characteristics."
HUD,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUD,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUD,"c(""FHA"", ""HEAL"")",FHA,"c(""equity"", ""discriminate"", ""race"")","31. Certain pilot initiatives may encourage greater take-up of loan products designed for faster equity accumulation, including loans with shorter terms and accelerated amortization schedules. In concept, the FHA’s Home Equity Accelerator Loan (HEAL) and Good Neighbor Next Door (GNND) pilot initiatives might lead to meaningful wealth generation for first-time buyers, but they should be available to all eligible households only when they do not arbitrarily discriminate based on race or other characteristics."
HUD,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUD,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUD,"c(""FHA"", ""HEAL"")",FHA,"c(""equity"", ""discriminate"", ""race"")","31. Certain pilot initiatives may encourage greater take-up of loan products designed for faster equity accumulation, including loans with shorter terms and accelerated amortization schedules. In concept, the FHA’s Home Equity Accelerator Loan (HEAL) and Good Neighbor Next Door (GNND) pilot initiatives might lead to meaningful wealth generation for first-time buyers, but they should be available to all eligible households only when they do not arbitrarily discriminate based on race or other characteristics."
HUD,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUD,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUD,"c(""FHA"", ""HEAL"")",FHA,"c(""equity"", ""discriminate"", ""race"")","31. Certain pilot initiatives may encourage greater take-up of loan products designed for faster equity accumulation, including loans with shorter terms and accelerated amortization schedules. In concept, the FHA’s Home Equity Accelerator Loan (HEAL) and Good Neighbor Next Door (GNND) pilot initiatives might lead to meaningful wealth generation for first-time buyers, but they should be available to all eligible households only when they do not arbitrarily discriminate based on race or other characteristics."
BLM,DEPARTMENT OF THE INTERIOR,DOI,BUREAU OF LAND MANAGEMENT,BLM,ANCSA,NULL,native,"Alaska is a special case and deserves immediate action.47 When Alaska was admitted to the Union in 1959, nearly its entire landmass was federally owned; therefore, Alaska was granted the right to select 104 million acres (out of 375 million acres) to manage for the benefit of its residents.48 In less than eight years, Alaska selected 26 million acres. Then-Interior Secretary Stewart Udall—who served during the Kennedy and Johnson Administrations—put a freeze on further land selections to protect any claims that might be asserted by Native Alaskans.49 Alaska Native Claims Settlement Act. The discovery of oil at Prudhoe Bay in 1968 made resolution of the issue by Congress a matter of urgency. As a result, in 1971, Congress passed the Alaska Native Claims Settlement Act (ANCSA), which"
BLM,DEPARTMENT OF THE INTERIOR,DOI,BUREAU OF LAND MANAGEMENT,BLM,NULL,NULL,"c(""native"", ""inclusion"")","Environmentalists, upset that too much of the land they coveted would be selected by the state and Native Alaskans for development, demanded the inclusion in the act of a provision—Section 17(d)(2)—that ordered the Interior Secretary to withdraw 80 million acres for future designation by Congress as parks, refuges, wild and scenic rivers, and national forests.51 The deadline for this congressional action was 1978, and as it neared, the Carter Administration, impatient and worried, decided to force Congress’s hand. The Administration unilaterally withdrew 100 million acres from any use by the state or Native Alaskans.52 Alaska promptly sued, charging that the Administration had failed to comply with the National Environmental Policy Act.53"
BLM,DEPARTMENT OF THE INTERIOR,DOI,BUREAU OF LAND MANAGEMENT,BLM,NULL,NULL,native,"By the time Ronald Reagan took office, Alaska had received less than half the lands to which it was entitled after its admission into the Union, and Native Alaskans had received only one-third of the land due to them.55 From January of 1981 through 1983, however, under Reagan, Alaska received 30 million acres and a commitment of land transfers at the rate of 13 million acres annually. In the same period, Native Alaskans received 11 million acres, which constituted nearly 60 percent of their entitlement, and an additional 15 million acres were transferred by the end of 1988.56"
NEPA,EXECUTIVE OFFICE OF THE PRESIDENT,EOP,COUNCIL ON ENVIRONMENTAL QUALITY,CEQ,NULL,NULL,native,"48. James D. Linxwiler, The Alaska Native Claims Settlement Act At 35: Delivering on the Promise, Rocky Mountain Mineral Law Institute, Vol. 53, Chap. 12 (2007), § 12.03(1)(a)(iv), https://www.guessrudd.com/wp-content/ uploads/sites/1600422/2020/05/The-Alaska-Native-Claims-Settlement-Act-at-35.pdf (accessed March 16, 2023)."
NEPA,EXECUTIVE OFFICE OF THE PRESIDENT,EOP,COUNCIL ON ENVIRONMENTAL QUALITY,CEQ,ANCSA,NULL,native,"50. 43 U.S. Code, Ch. 33. ANCSA also created 12 Native-owned regional corporations and authorized $962 million in “seed money.” Linxwiler, The Alaska Native Claims Settlement Act At 35, § 12.03(2)(e)."
DEPARTMENT OF JUSTICE,DEPARTMENT OF JUSTICE,DOJ,DEPARTMENT OF JUSTICE,DOJ,NULL,NULL,immigration,* The department has abdicated its responsibility to assist in the enforcement of our immigration laws and has engaged in wholescale abandonment of its duty to adjudicate cases in the immigration court system.
DEPARTMENT OF JUSTICE,DEPARTMENT OF JUSTICE,DOJ,DEPARTMENT OF JUSTICE,DOJ,NULL,NULL,immigration,* The department has abdicated its responsibility to assist in the enforcement of our immigration laws and has engaged in wholescale abandonment of its duty to adjudicate cases in the immigration court system.
DEPARTMENT OF JUSTICE,DEPARTMENT OF JUSTICE,DOJ,DEPARTMENT OF JUSTICE,DOJ,DOJ,DOJ,"c(""immigration"", ""civil rights"")","The overwhelming majority of crimes in the United States are properly handled at the state and local levels,19 but the DOJ can provide critical technical support for local law enforcement and play a critical agenda-setting role. With respect to the Department’s core responsibilities—enforcing our immigration laws, combating domestic and international criminal enterprises, protecting federal civil rights, and combating foreign espionage—the federal government has primary authority and, accordingly, accountability."
DEPARTMENT OF JUSTICE,DEPARTMENT OF JUSTICE,DOJ,DEPARTMENT OF JUSTICE,DOJ,DOJ,DOJ,"c(""immigration"", ""civil rights"")","The overwhelming majority of crimes in the United States are properly handled at the state and local levels,19 but the DOJ can provide critical technical support for local law enforcement and play a critical agenda-setting role. With respect to the Department’s core responsibilities—enforcing our immigration laws, combating domestic and international criminal enterprises, protecting federal civil rights, and combating foreign espionage—the federal government has primary authority and, accordingly, accountability."
DEPARTMENT OF JUSTICE,DEPARTMENT OF JUSTICE,DOJ,DEPARTMENT OF JUSTICE,DOJ,"c(""FBI"", ""FACE"")",NULL,"c(""racial"", ""immigration"")",The evidence shows that the Biden Administration’s Department of Justice has failed to protect law-abiding citizens and has ignored its most basic obligations. It has become at once utterly unserious and dangerously politicized. Prosecution and charging decisions are infused with racial and partisan political double standards.20 Immigration laws are ignored.21 The FBI harasses protesting parents (branded “domestic terrorists” by some partisans) while working diligently to shut down politically disfavored speech on the pretext of its being “misinformation” or “disinformation.”22 A department that prosecutes FACE Act cases while ignoring dozens of violent attacks on pregnancy care centers and/or the coordinated violation of laws that prohibit attempts to intimidate Supreme Court Justices by parading outside of their homes23 has clearly lost its way. A department that has twice engaged in covert domestic election interference and propaganda operations—the Russian collusion hoax in 2016 and the Hunter Biden laptop suppression in 2020—is a threat to the Republic.24
DEPARTMENT OF JUSTICE,DEPARTMENT OF JUSTICE,DOJ,DEPARTMENT OF JUSTICE,DOJ,"c(""FBI"", ""FACE"")",NULL,"c(""racial"", ""immigration"")",The evidence shows that the Biden Administration’s Department of Justice has failed to protect law-abiding citizens and has ignored its most basic obligations. It has become at once utterly unserious and dangerously politicized. Prosecution and charging decisions are infused with racial and partisan political double standards.20 Immigration laws are ignored.21 The FBI harasses protesting parents (branded “domestic terrorists” by some partisans) while working diligently to shut down politically disfavored speech on the pretext of its being “misinformation” or “disinformation.”22 A department that prosecutes FACE Act cases while ignoring dozens of violent attacks on pregnancy care centers and/or the coordinated violation of laws that prohibit attempts to intimidate Supreme Court Justices by parading outside of their homes23 has clearly lost its way. A department that has twice engaged in covert domestic election interference and propaganda operations—the Russian collusion hoax in 2016 and the Hunter Biden laptop suppression in 2020—is a threat to the Republic.24
DEPARTMENT OF JUSTICE,DEPARTMENT OF JUSTICE,DOJ,DEPARTMENT OF JUSTICE,DOJ,DOJ,DOJ,"c(""race"", ""civil rights"")","Juxtaposed against this increase in violent crime are things like Attorney General Merrick Garland’s October 4, 2021, memorandum directing the commitment of significant resources and energies to combating imaginary, politically convenient threats of violence toward members of school boards and their staffs during the heat of the Virginia gubernatorial race.38 There was no similar effort to investigate elected officials and other public officers who conspired with outside allies to target and harass parents who were merely exercising their constitutional and statutory rights.39 If we are to continue to have informed and civil dialogue in the United States on issues of public concern, the DOJ must enforce applicable civil rights laws in an even-handed way when citizens’ livelihoods are threatened merely because they have exercised their rights."
DEPARTMENT OF JUSTICE,DEPARTMENT OF JUSTICE,DOJ,DEPARTMENT OF JUSTICE,DOJ,DOJ,DOJ,"c(""race"", ""civil rights"")","Juxtaposed against this increase in violent crime are things like Attorney General Merrick Garland’s October 4, 2021, memorandum directing the commitment of significant resources and energies to combating imaginary, politically convenient threats of violence toward members of school boards and their staffs during the heat of the Virginia gubernatorial race.38 There was no similar effort to investigate elected officials and other public officers who conspired with outside allies to target and harass parents who were merely exercising their constitutional and statutory rights.39 If we are to continue to have informed and civil dialogue in the United States on issues of public concern, the DOJ must enforce applicable civil rights laws in an even-handed way when citizens’ livelihoods are threatened merely because they have exercised their rights."
DEPARTMENT OF JUSTICE,DEPARTMENT OF JUSTICE,DOJ,DEPARTMENT OF JUSTICE,DOJ,NULL,NULL,"c(""race"", ""immigration"")","* Where warranted and proper under federal law, initiate legal action against local officials—including District Attorneys—who deny American citizens the “equal protection of the laws” by refusing to prosecute criminal offenses in their jurisdictions. This holds true particularly for jurisdictions that refuse to enforce the law against criminals based on the Left’s favored defining characteristics of the would-be offender (race, so-called gender identity, sexual orientation, etc.) or other political considerations (e.g., immigration status)."
DEPARTMENT OF JUSTICE,DEPARTMENT OF JUSTICE,DOJ,DEPARTMENT OF JUSTICE,DOJ,NULL,NULL,"c(""race"", ""immigration"")","* Where warranted and proper under federal law, initiate legal action against local officials—including District Attorneys—who deny American citizens the “equal protection of the laws” by refusing to prosecute criminal offenses in their jurisdictions. This holds true particularly for jurisdictions that refuse to enforce the law against criminals based on the Left’s favored defining characteristics of the would-be offender (race, so-called gender identity, sexual orientation, etc.) or other political considerations (e.g., immigration status)."
DEFENDING THE RULE OF LAW,DEPARTMENT OF JUSTICE,DOJ,DEPARTMENT OF JUSTICE,DOJ,DOJ,DOJ,"c(""discrimination"", ""race"", ""civil rights"", ""equity"", ""diversity"", ""inclusion"", ""dei"")","Even though numerous federal laws prohibit discrimination based on notable immutable characteristics such as race and sex,73 the Biden Administration— through the DOJ’s Civil Rights Division and other federal entities—has enshrined affirmative discrimination in all aspects of its operations under the guise of “equity.” Federal agencies and their components have established so-called diversity, equity, and inclusion (DEI) offices that have become the vehicles for this unlawful discrimination, and all departments and agencies have created “equity” plans to carry out these invidious schemes.74 To reverse this trend, the next conservative Administration should:"
DEFENDING THE RULE OF LAW,DEPARTMENT OF JUSTICE,DOJ,DEPARTMENT OF JUSTICE,DOJ,DOJ,DOJ,"c(""civil rights"", ""discrimination"")","* Reorganize and refocus the DOJ’s Civil Rights Division to serve as the vanguard for this return to lawfulness. The Attorney General and other DOJ political leadership should provide the resources and moral support needed for these efforts. The Civil Rights Division should spend its first year under the next Administration using the full force of federal prosecutorial resources to investigate and prosecute all state and local governments, institutions of higher education, corporations, and any other private employers who are engaged in discrimination in violation of constitutional and legal requirements."
DEFENDING THE RULE OF LAW,DEPARTMENT OF JUSTICE,DOJ,DEPARTMENT OF JUSTICE,DOJ,NULL,NULL,civil rights,"Reassigning Responsibility for Prosecuting Election-Related Offenses from the Civil Rights Division to the Criminal Division. The Attorney General in the next conservative Administration should reassign responsibility for prosecuting violations of 18 U.S. Code § 24176 from the Civil Rights Division to the Criminal Division where it belongs. Otherwise, voter registration fraud and unlawful ballot correction will remain federal election offenses that are never appropriately investigated and prosecuted.77"
DEFENDING THE RULE OF LAW,DEPARTMENT OF JUSTICE,DOJ,DEPARTMENT OF JUSTICE,DOJ,DOJ,DOJ,civil rights,"The DOJ has ceded substantial discretion concerning voter suppression to the Civil Rights Division. Since the Bush Administration, DOJ leadership has determined that using the Election Crimes Branch to prosecute fraudulent voter registration, including mail-in ballot fraud, was too politically costly.78 The Criminal Division’s Federal Prosecution of Election Offenses handbook advised that schemes that violated equal protection constituted “voter suppression” prosecutable under 18 U.S. Code § 241 as part of the guidelines for which the department’s criminal prosecutors were trained.79 State-based investigations of election crimes are supposed to be referred to the Public Integrity Section for review. Historically, 18 U.S. Code § 241 (conspiracy against rights) was used as a basis for investigating state officials whose statements or orders violated the equal protection rights of voters or deliberately misinformed voters concerning the eligibility of their ballots. Nevertheless, the Department of Justice has formalized the Civil Rights Division’s (as opposed to the Criminal Division’s) jurisdiction over 18 U.S. Code § 241 investigations and prosecutions. The Criminal Division is no longer involved in consultation or review of 18 U.S. Code § 241 investigations.80 The Criminal Division has accordingly advised states that “[i]n the case of a crime of violence or intimidation,” they should “call 911 immediately and before contacting federal authorities” because “[s]tate and local police have primary jurisdiction over polling places,”81"
HAVA,ELECTION ASSISTANCE COMMISSION,HAVA,ELECTION ASSISTANCE COMMISSION,EAC,NULL,NULL,immigration,"Ensuring Proper Enforcement and Administration of Our Immigration Laws. Although its role has changed over the years, most notably following the passage of the Homeland Security Act of 2002,93 the Department of Justice plays a crucial role in the enforcement and adjudication of our immigration laws.94 Its leadership and energy, however, have not always reflected the importance placed by Congress on the execution of that crucial mission. With a few notable exceptions, successful fulfillment of the department’s responsibilities with respect to immigration was largely neglected until the Trump Administration. The Department of Homeland Security may be the largest federal department with immigration responsibilities, but successful fulfillment of the responsibilities prescribed by the immigration laws is not possible without bold and dedicated action by the Department of Justice."
HAVA,ELECTION ASSISTANCE COMMISSION,HAVA,ELECTION ASSISTANCE COMMISSION,EAC,NULL,NULL,immigration,"Ensuring Proper Enforcement and Administration of Our Immigration Laws. Although its role has changed over the years, most notably following the passage of the Homeland Security Act of 2002,93 the Department of Justice plays a crucial role in the enforcement and adjudication of our immigration laws.94 Its leadership and energy, however, have not always reflected the importance placed by Congress on the execution of that crucial mission. With a few notable exceptions, successful fulfillment of the department’s responsibilities with respect to immigration was largely neglected until the Trump Administration. The Department of Homeland Security may be the largest federal department with immigration responsibilities, but successful fulfillment of the responsibilities prescribed by the immigration laws is not possible without bold and dedicated action by the Department of Justice."
HAVA,ELECTION ASSISTANCE COMMISSION,HAVA,ELECTION ASSISTANCE COMMISSION,EAC,NULL,NULL,immigration,"Ensuring Proper Enforcement and Administration of Our Immigration Laws. Although its role has changed over the years, most notably following the passage of the Homeland Security Act of 2002,93 the Department of Justice plays a crucial role in the enforcement and adjudication of our immigration laws.94 Its leadership and energy, however, have not always reflected the importance placed by Congress on the execution of that crucial mission. With a few notable exceptions, successful fulfillment of the department’s responsibilities with respect to immigration was largely neglected until the Trump Administration. The Department of Homeland Security may be the largest federal department with immigration responsibilities, but successful fulfillment of the responsibilities prescribed by the immigration laws is not possible without bold and dedicated action by the Department of Justice."
HAVA,ELECTION ASSISTANCE COMMISSION,HAVA,ELECTION ASSISTANCE COMMISSION,EAC,NULL,NULL,immigration,"Ensuring Proper Enforcement and Administration of Our Immigration Laws. Although its role has changed over the years, most notably following the passage of the Homeland Security Act of 2002,93 the Department of Justice plays a crucial role in the enforcement and adjudication of our immigration laws.94 Its leadership and energy, however, have not always reflected the importance placed by Congress on the execution of that crucial mission. With a few notable exceptions, successful fulfillment of the department’s responsibilities with respect to immigration was largely neglected until the Trump Administration. The Department of Homeland Security may be the largest federal department with immigration responsibilities, but successful fulfillment of the responsibilities prescribed by the immigration laws is not possible without bold and dedicated action by the Department of Justice."
HAVA,ELECTION ASSISTANCE COMMISSION,HAVA,ELECTION ASSISTANCE COMMISSION,EAC,NULL,NULL,immigration,"Ensuring Proper Enforcement and Administration of Our Immigration Laws. Although its role has changed over the years, most notably following the passage of the Homeland Security Act of 2002,93 the Department of Justice plays a crucial role in the enforcement and adjudication of our immigration laws.94 Its leadership and energy, however, have not always reflected the importance placed by Congress on the execution of that crucial mission. With a few notable exceptions, successful fulfillment of the department’s responsibilities with respect to immigration was largely neglected until the Trump Administration. The Department of Homeland Security may be the largest federal department with immigration responsibilities, but successful fulfillment of the responsibilities prescribed by the immigration laws is not possible without bold and dedicated action by the Department of Justice."
HAVA,ELECTION ASSISTANCE COMMISSION,HAVA,ELECTION ASSISTANCE COMMISSION,EAC,NULL,NULL,immigration,"* Issue guidance to all U.S. Attorneys emphasizing the importance of prosecuting immigration offenses,95 and immigration-related offenses. The brunt of these offenses is born by districts along the southwestern border with Mexico, but the simple fact remains that immigration and immigration-related offenses are present in every district across the country. Successfully pursuing the priorities outlined in this chapter will require creative use of the various immigration and"
HAVA,ELECTION ASSISTANCE COMMISSION,HAVA,ELECTION ASSISTANCE COMMISSION,EAC,NULL,NULL,immigration,"* Issue guidance to all U.S. Attorneys emphasizing the importance of prosecuting immigration offenses,95 and immigration-related offenses. The brunt of these offenses is born by districts along the southwestern border with Mexico, but the simple fact remains that immigration and immigration-related offenses are present in every district across the country. Successfully pursuing the priorities outlined in this chapter will require creative use of the various immigration and"
HAVA,ELECTION ASSISTANCE COMMISSION,HAVA,ELECTION ASSISTANCE COMMISSION,EAC,NULL,NULL,immigration,"* Issue guidance to all U.S. Attorneys emphasizing the importance of prosecuting immigration offenses,95 and immigration-related offenses. The brunt of these offenses is born by districts along the southwestern border with Mexico, but the simple fact remains that immigration and immigration-related offenses are present in every district across the country. Successfully pursuing the priorities outlined in this chapter will require creative use of the various immigration and"
HAVA,ELECTION ASSISTANCE COMMISSION,HAVA,ELECTION ASSISTANCE COMMISSION,EAC,NULL,NULL,immigration,"* Issue guidance to all U.S. Attorneys emphasizing the importance of prosecuting immigration offenses,95 and immigration-related offenses. The brunt of these offenses is born by districts along the southwestern border with Mexico, but the simple fact remains that immigration and immigration-related offenses are present in every district across the country. Successfully pursuing the priorities outlined in this chapter will require creative use of the various immigration and"
HAVA,ELECTION ASSISTANCE COMMISSION,HAVA,ELECTION ASSISTANCE COMMISSION,EAC,NULL,NULL,immigration,"* Issue guidance to all U.S. Attorneys emphasizing the importance of prosecuting immigration offenses,95 and immigration-related offenses. The brunt of these offenses is born by districts along the southwestern border with Mexico, but the simple fact remains that immigration and immigration-related offenses are present in every district across the country. Successfully pursuing the priorities outlined in this chapter will require creative use of the various immigration and"
HAVA,ELECTION ASSISTANCE COMMISSION,HAVA,ELECTION ASSISTANCE COMMISSION,EAC,DOJ,DOJ,immigration,"* At a minimum, pursue through rulemaking—and in partnership with the Department of Homeland Security where appropriate—the promulgation of every rule related to immigration that was issued during the Trump Administration. Such rulemakings include guidance on continuances in immigration court cases, eligibility for asylum, and other related matters. However, the DOJ should not stop there: It should continually evaluate its authorities and operational reality within the immigration court system and promulgate regulations accordingly."
HAVA,ELECTION ASSISTANCE COMMISSION,HAVA,ELECTION ASSISTANCE COMMISSION,EAC,DOJ,DOJ,immigration,"* At a minimum, pursue through rulemaking—and in partnership with the Department of Homeland Security where appropriate—the promulgation of every rule related to immigration that was issued during the Trump Administration. Such rulemakings include guidance on continuances in immigration court cases, eligibility for asylum, and other related matters. However, the DOJ should not stop there: It should continually evaluate its authorities and operational reality within the immigration court system and promulgate regulations accordingly."
HAVA,ELECTION ASSISTANCE COMMISSION,HAVA,ELECTION ASSISTANCE COMMISSION,EAC,DOJ,DOJ,immigration,"* At a minimum, pursue through rulemaking—and in partnership with the Department of Homeland Security where appropriate—the promulgation of every rule related to immigration that was issued during the Trump Administration. Such rulemakings include guidance on continuances in immigration court cases, eligibility for asylum, and other related matters. However, the DOJ should not stop there: It should continually evaluate its authorities and operational reality within the immigration court system and promulgate regulations accordingly."
HAVA,ELECTION ASSISTANCE COMMISSION,HAVA,ELECTION ASSISTANCE COMMISSION,EAC,DOJ,DOJ,immigration,"* At a minimum, pursue through rulemaking—and in partnership with the Department of Homeland Security where appropriate—the promulgation of every rule related to immigration that was issued during the Trump Administration. Such rulemakings include guidance on continuances in immigration court cases, eligibility for asylum, and other related matters. However, the DOJ should not stop there: It should continually evaluate its authorities and operational reality within the immigration court system and promulgate regulations accordingly."
HAVA,ELECTION ASSISTANCE COMMISSION,HAVA,ELECTION ASSISTANCE COMMISSION,EAC,DOJ,DOJ,immigration,"* At a minimum, pursue through rulemaking—and in partnership with the Department of Homeland Security where appropriate—the promulgation of every rule related to immigration that was issued during the Trump Administration. Such rulemakings include guidance on continuances in immigration court cases, eligibility for asylum, and other related matters. However, the DOJ should not stop there: It should continually evaluate its authorities and operational reality within the immigration court system and promulgate regulations accordingly."
HAVA,ELECTION ASSISTANCE COMMISSION,HAVA,ELECTION ASSISTANCE COMMISSION,EAC,NULL,NULL,"c(""immigration"", ""civil rights"", ""citizen"")",* Pursue aggressive enforcement of the immigration laws within the Immigrant and Employee Rights Section of the Civil Rights Division to ensure that no American citizen is discriminated against in the employment context in favor of a temporary or foreign worker.96
